序列号,过检时间,缺陷名,行,列
271904144010736,2019-05-11 21:33:17,yinlie,11,4
271904144010737,2019-05-11 21:34:58,yinlie,4,4
271904144010737,2019-05-11 21:34:58,yinlie,13,5
271904144010737,2019-05-11 21:34:58,yinlie,6,4
271904144010737,2019-05-11 21:34:58,yinlie,6,2
271904144010738,2019-05-11 21:38:39,yinlie,9,4
271904144011697,2019-05-11 21:38:45,yinlie,6,5
271904144011667,2019-05-11 21:38:51,yinlie,12,4
271904144011665,2019-05-11 21:38:56,xuhan,2,3
271904144011668,2019-05-11 21:39:07,yinlie,12,2
271904144011668,2019-05-11 21:39:07,yinlie,3,4
271904144011668,2019-05-11 21:39:07,yinlie,3,4
271904144011668,2019-05-11 21:39:07,yinlie,11,3
271904144011658,2019-05-11 21:39:09,/,0,0
271904144011660,2019-05-11 21:39:14,/,0,0
271904144011656,2019-05-11 21:39:19,yinlie,3,5
271904144011656,2019-05-11 21:39:19,yinlie,9,1
271904144011574,2019-05-11 21:39:30,yinlie,10,1
271904144011574,2019-05-11 21:39:30,yinlie,11,0
271904144011574,2019-05-11 21:39:30,yinlie,10,5
271904144011699,2019-05-11 21:39:31,yinlie,8,5
271904144011652,2019-05-11 21:39:36,yinlie,5,4
271904144011659,2019-05-11 21:39:42,yinlie,12,5
271904144011659,2019-05-11 21:39:42,shixiao,3,1
271904144011648,2019-05-11 21:39:48,yinlie,7,3
271904144011648,2019-05-11 21:39:48,yinlie,8,0
271904144011646,2019-05-11 21:39:53,/,0,0
271904144011551,2019-05-11 21:40:04,yinlie,10,5
271904144011551,2019-05-11 21:40:04,yinlie,11,4
271904144011551,2019-05-11 21:40:04,yinlie,13,4
271904144011647,2019-05-11 21:40:05,yinlie,5,5
271904144011647,2019-05-11 21:40:05,yinlie,3,2
271904144011647,2019-05-11 21:40:05,yinlie,8,1
271904144011647,2019-05-11 21:40:05,yinlie,12,5
271904144011647,2019-05-11 21:40:05,yinlie,13,2
271904144011647,2019-05-11 21:40:05,yinlie,4,2
271904144011647,2019-05-11 21:40:05,yinlie,6,5
271904144011647,2019-05-11 21:40:05,yinlie,12,3
271904144011707,2019-05-11 21:40:11,yinlie,12,0
271904144010883,2019-05-11 21:40:16,yinlie,12,5
271904144010883,2019-05-11 21:40:16,yinlie,5,3
271904144010883,2019-05-11 21:40:16,shixiao,10,1
271904144011700,2019-05-11 21:40:22,yinlie,5,5
271904144011700,2019-05-11 21:40:22,yinlie,2,0
271904144011700,2019-05-11 21:40:22,yinlie,9,4
271904144011684,2019-05-11 21:40:28,yinlie,11,0
271904144011684,2019-05-11 21:40:28,yinlie,5,5
271904144011684,2019-05-11 21:40:28,shixiao,13,3
271904144011603,2019-05-11 21:40:33,yinlie,6,1
271904144011603,2019-05-11 21:40:33,shixiao,3,2
271904144011603,2019-05-11 21:40:33,yinlie,6,5
271904144011603,2019-05-11 21:40:33,xuhan,8,4
271904144011603,2019-05-11 21:40:33,xuhan,3,5
271904144011982,2019-05-11 21:40:39,yinlie,2,0
271904144011982,2019-05-11 21:40:39,yinlie,9,0
271904144011591,2019-05-11 21:40:45,yinlie,4,0
271904144011591,2019-05-11 21:40:45,shixiao,10,0
271904144011591,2019-05-11 21:40:45,yinlie,8,3
271904144010766,2019-05-11 21:40:50,yinlie,13,4
271904144010766,2019-05-11 21:40:50,yinlie,5,1
271904144010766,2019-05-11 21:40:50,yinlie,3,4
271904144010766,2019-05-11 21:40:50,yinlie,11,0
271904144010766,2019-05-11 21:40:50,yinlie,10,4
271904144010766,2019-05-11 21:40:50,yinlie,2,2
271904144010766,2019-05-11 21:40:50,yinlie,8,5
271904144010766,2019-05-11 21:40:50,yinlie,3,5
271904144010764,2019-05-11 21:40:56,yinlie,8,0
271904144010764,2019-05-11 21:40:56,yinlie,3,2
271904144010764,2019-05-11 21:40:56,yinlie,7,0
271904144010764,2019-05-11 21:40:56,yinlie,7,0
271904144010764,2019-05-11 21:40:56,yinlie,6,0
271904144010764,2019-05-11 21:40:56,yinlie,7,1
271904144010764,2019-05-11 21:40:56,yinlie,7,1
271904144010764,2019-05-11 21:40:56,yinlie,9,3
271904144010764,2019-05-11 21:40:56,yinlie,6,1
271904144010764,2019-05-11 21:40:56,yinlie,2,3
271904144010764,2019-05-11 21:40:56,yinlie,11,0
271904144010764,2019-05-11 21:40:56,yinlie,10,0
271904144010764,2019-05-11 21:40:56,yinlie,10,0
271904144010764,2019-05-11 21:40:56,xuhan,5,3
271904144010744,2019-05-11 21:41:01,yinlie,12,0
271904144010760,2019-05-11 21:41:07,yinlie,8,3
271904144010760,2019-05-11 21:41:07,yinlie,3,0
271904144010760,2019-05-11 21:41:07,yinlie,4,1
271904144010760,2019-05-11 21:41:07,yinlie,5,5
271904144010760,2019-05-11 21:41:07,yinlie,2,5
271904144010760,2019-05-11 21:41:07,yinlie,11,5
271904144010760,2019-05-11 21:41:07,yinlie,7,3
271904144010760,2019-05-11 21:41:07,yinlie,2,3
271904144011981,2019-05-11 21:41:13,/,0,0
271904144011624,2019-05-11 21:41:19,yinlie,2,1
271904144011650,2019-05-11 21:41:24,/,0,0
271904144011641,2019-05-11 21:41:30,yinlie,5,5
271904144011641,2019-05-11 21:41:30,yinlie,13,3
271904144011641,2019-05-11 21:41:30,yinlie,3,5
271904144011641,2019-05-11 21:41:30,yinlie,9,0
271904144011689,2019-05-11 21:41:36,yinlie,6,5
271904144011689,2019-05-11 21:41:36,yinlie,9,3
271904144011689,2019-05-11 21:41:36,yinlie,9,3
271904144011698,2019-05-11 21:41:46,yinlie,3,0
271904144011670,2019-05-11 21:41:48,yinlie,12,5
271904144011670,2019-05-11 21:41:48,yinlie,2,0
271904144011670,2019-05-11 21:41:48,yinlie,3,0
271904144011670,2019-05-11 21:41:48,yinlie,3,0
271904144011670,2019-05-11 21:41:48,yinlie,7,1
271904144013290,2019-05-11 21:41:55,/,0,0
271904144013233,2019-05-11 21:42:01,/,0,0
271904144013155,2019-05-11 21:42:08,/,0,0
271904144013315,2019-05-11 21:42:19,/,0,0
271904144013231,2019-05-11 21:42:21,/,0,0
271904144012802,2019-05-11 21:42:26,/,0,0
271904144012630,2019-05-11 21:42:33,yinlie,3,2
271904144012432,2019-05-11 21:42:39,/,0,0
271904144012715,2019-05-11 21:42:45,/,0,0
271904144012367,2019-05-11 21:42:50,/,0,0
271904144012825,2019-05-11 21:43:01,/,0,0
271904144013318,2019-05-11 21:43:03,yinlie,9,5
271904144013359,2019-05-11 21:43:09,/,0,0
271904144013357,2019-05-11 21:43:16,yinlie,10,1
271904144013355,2019-05-11 21:43:22,/,0,0
271904144013500,2019-05-11 21:43:28,/,0,0
271904144013498,2019-05-11 21:43:39,/,0,0
271904144013495,2019-05-11 21:43:40,/,0,0
271904144013492,2019-05-11 21:43:52,/,0,0
271904144013504,2019-05-11 21:43:54,yinlie,9,2
271904144013369,2019-05-11 21:43:59,/,0,0
271904144013386,2019-05-11 21:44:06,yinlie,8,5
271904144013384,2019-05-11 21:44:12,yinlie,8,5
271904144013379,2019-05-11 21:44:24,/,0,0
271904144013385,2019-05-11 21:44:26,/,0,0
271904144013374,2019-05-11 21:44:31,/,0,0
271904144013392,2019-05-11 21:44:37,/,0,0
271904144013387,2019-05-11 21:44:44,/,0,0
271904144013503,2019-05-11 21:44:50,/,0,0
271904144013540,2019-05-11 21:44:56,/,0,0
271904144013529,2019-05-11 21:45:03,/,0,0
271904144013508,2019-05-11 21:45:09,/,0,0
271904144013493,2019-05-11 21:45:21,/,0,0
271904144013340,2019-05-11 21:45:22,/,0,0
271904154010596,2019-05-11 21:45:28,/,0,0
271904144013422,2019-05-11 21:45:34,yinlie,3,1
271904154010306,2019-05-11 21:45:41,/,0,0
271904154010289,2019-05-11 21:45:53,/,0,0
271904154010704,2019-05-11 21:45:55,/,0,0
271904154010696,2019-05-11 21:46:00,/,0,0
271904154010689,2019-05-11 21:46:07,/,0,0
271904154010694,2019-05-11 21:46:13,/,0,0
271904154010707,2019-05-11 21:46:20,/,0,0
271904154010705,2019-05-11 21:46:25,/,0,0
271904154010405,2019-05-11 21:46:32,/,0,0
271904154010464,2019-05-11 21:46:38,/,0,0
271904154010649,2019-05-11 21:46:49,/,0,0
271904154010680,2019-05-11 21:46:51,/,0,0
271904154010700,2019-05-11 21:46:57,/,0,0
271904154010693,2019-05-11 21:47:04,/,0,0
271904154010698,2019-05-11 21:47:11,/,0,0
271904154010685,2019-05-11 21:47:17,yinlie,9,3
271904154010638,2019-05-11 21:47:23,/,0,0
271904154010679,2019-05-11 21:47:30,/,0,0
271904154010681,2019-05-11 21:47:36,/,0,0
271904154010667,2019-05-11 21:47:47,/,0,0
271904154010660,2019-05-11 21:47:48,/,0,0
271904154010688,2019-05-11 21:47:55,/,0,0
271904154010632,2019-05-11 21:48:07,/,0,0
271904154010712,2019-05-11 21:48:09,/,0,0
271904154010703,2019-05-11 21:48:14,/,0,0
271904144013509,2019-05-11 21:48:21,yinlie,9,5
271904144013515,2019-05-11 21:48:27,/,0,0
271904144013382,2019-05-11 21:48:33,/,0,0
271904154011883,2019-05-11 21:48:40,/,0,0
271904164011416,2019-05-11 21:48:51,/,0,0
271904164011396,2019-05-11 21:48:53,/,0,0
271904164011435,2019-05-11 21:48:58,yinlie,11,2
271904154011877,2019-05-11 21:49:05,xuhan,4,5
271904164011274,2019-05-11 21:49:12,yinlie,7,2
271904154011886,2019-05-11 21:49:19,/,0,0
271904154011884,2019-05-11 21:49:25,/,0,0
271904154011882,2019-05-11 21:49:31,/,0,0
271904154011895,2019-05-11 21:49:43,/,0,0
271904164011399,2019-05-11 21:49:44,/,0,0
271904164011460,2019-05-11 21:49:50,/,0,0
271904164011474,2019-05-11 21:49:56,/,0,0
271904154011888,2019-05-11 21:50:08,/,0,0
271904164011466,2019-05-11 21:50:10,/,0,0
271904164011464,2019-05-11 21:50:15,shixiao,5,2
271904164011463,2019-05-11 21:50:22,yinlie,11,3
271904164011472,2019-05-11 21:50:28,/,0,0
271904164011386,2019-05-11 21:50:34,/,0,0
271904164011481,2019-05-11 21:50:41,/,0,0
271904164011468,2019-05-11 21:50:49,/,0,0
271904154011887,2019-05-11 21:50:56,/,0,0
271904154011885,2019-05-11 21:51:03,/,0,0
271904154011893,2019-05-11 21:51:10,yinlie,8,0
271904154011891,2019-05-11 21:51:22,/,0,0
271904164011478,2019-05-11 21:51:24,/,0,0
271904164011470,2019-05-11 21:51:29,/,0,0
271904154012400,2019-05-11 21:51:37,/,0,0
271904154012450,2019-05-11 21:51:44,/,0,0
271904154012443,2019-05-11 21:51:51,/,0,0
271904154012452,2019-05-11 21:51:58,/,0,0
271904154013285,2019-05-11 21:52:04,yinlie,3,4
271904154013266,2019-05-11 21:52:16,/,0,0
271904154013058,2019-05-11 21:52:17,/,0,0
271904154013242,2019-05-11 21:52:23,/,0,0
271904154012404,2019-05-11 21:52:30,/,0,0
271904154012290,2019-05-11 21:52:37,yinlie,8,4
271904154013218,2019-05-11 21:52:43,/,0,0
271904154013257,2019-05-11 21:52:50,yinlie,3,5
271904154012410,2019-05-11 21:52:56,/,0,0
271904164010373,2019-05-11 21:53:03,/,0,0
271904164010356,2019-05-11 21:53:14,/,0,0
271904164010369,2019-05-11 21:53:17,/,0,0
271904164010332,2019-05-11 21:53:23,/,0,0
271904164010322,2019-05-11 21:53:30,/,0,0
271904164010306,2019-05-11 21:53:36,/,0,0
271904164010308,2019-05-11 21:53:44,/,0,0
271904164010317,2019-05-11 21:53:51,/,0,0
271904164010303,2019-05-11 21:53:57,/,0,0
271904164010302,2019-05-11 21:54:04,/,0,0
271904164010318,2019-05-11 21:54:11,/,0,0
271904164010280,2019-05-11 21:54:18,/,0,0
271904154012107,2019-05-11 21:54:25,/,0,0
271904164010414,2019-05-11 21:54:32,/,0,0
271904164010412,2019-05-11 21:54:39,yinlie,4,2
271904164010413,2019-05-11 21:54:45,/,0,0
271904164010382,2019-05-11 21:54:52,yinlie,11,2
271904164010399,2019-05-11 21:54:59,/,0,0
271904164010404,2019-05-11 21:55:05,/,0,0
271904164010401,2019-05-11 21:55:12,/,0,0
271904164010304,2019-05-11 21:55:19,/,0,0
271904164010398,2019-05-11 21:55:26,xuhan,2,2
271904164010372,2019-05-11 21:55:32,/,0,0
271904154012247,2019-05-11 21:55:38,/,0,0
271904154012285,2019-05-11 21:55:46,/,0,0
271904154012313,2019-05-11 21:55:53,/,0,0
271904154012377,2019-05-11 21:55:59,/,0,0
271904154012391,2019-05-11 21:56:06,/,0,0
271904154012394,2019-05-11 21:56:18,/,0,0
271904154012401,2019-05-11 21:56:20,/,0,0
271904154012405,2019-05-11 21:56:27,/,0,0
271904154012430,2019-05-11 21:56:35,/,0,0
271904154012431,2019-05-11 21:56:42,/,0,0
271904154013271,2019-05-11 21:56:49,/,0,0
271904154013276,2019-05-11 21:56:56,/,0,0
271904164010309,2019-05-11 21:57:05,/,0,0
271904164010360,2019-05-11 21:57:11,/,0,0
271904164010370,2019-05-11 21:57:18,/,0,0
271904164011462,2019-05-11 21:57:25,/,0,0
271904154013244,2019-05-11 21:57:32,yinlie,3,3
271904154013244,2019-05-11 21:57:32,yinlie,9,2
271904154012395,2019-05-11 21:57:39,/,0,0
271904154012397,2019-05-11 21:57:46,/,0,0
271904154013239,2019-05-11 21:57:53,/,0,0
271904154013249,2019-05-11 21:58:00,/,0,0
271904164010310,2019-05-11 21:58:07,/,0,0
271904164010339,2019-05-11 21:58:14,/,0,0
271904164010358,2019-05-11 21:58:26,/,0,0
271904164010362,2019-05-11 21:58:28,/,0,0
271904164010402,2019-05-11 21:58:34,/,0,0
271904164011225,2019-05-11 21:58:41,/,0,0
271904164011387,2019-05-11 21:58:48,/,0,0
271904164011458,2019-05-11 21:58:55,/,0,0
271904164012296,2019-05-11 21:59:01,/,0,0
271904164011091,2019-05-11 21:59:07,/,0,0
271904164011997,2019-05-11 21:59:13,yinlie,12,2
271904164010747,2019-05-11 21:59:24,/,0,0
271904164011874,2019-05-11 21:59:25,/,0,0
271904164012721,2019-05-11 21:59:31,yinlie,4,4
271904164012721,2019-05-11 21:59:31,yinlie,5,0
271904164012721,2019-05-11 21:59:31,yinlie,7,5
271904164012721,2019-05-11 21:59:31,yinlie,2,4
271904164012721,2019-05-11 21:59:31,yinlie,11,2
271904164012721,2019-05-11 21:59:31,yinlie,12,0
271904164012721,2019-05-11 21:59:31,yinlie,9,5
271904164012721,2019-05-11 21:59:31,yinlie,13,5
271904164012721,2019-05-11 21:59:31,yinlie,12,2
271904164012721,2019-05-11 21:59:31,yinlie,8,0
271904164012737,2019-05-11 21:59:37,yinlie,3,2
271904164012289,2019-05-11 21:59:44,/,0,0
271904164012001,2019-05-11 21:59:50,/,0,0
271904164012736,2019-05-11 22:00:02,/,0,0
271904164010944,2019-05-11 22:00:03,yinlie,8,1
271904164012746,2019-05-11 22:00:08,/,0,0
271904164012716,2019-05-11 22:00:14,yinlie,7,2
271904164012716,2019-05-11 22:00:14,yinlie,2,0
271904164012716,2019-05-11 22:00:14,yinlie,5,4
271904164012716,2019-05-11 22:00:14,yinlie,3,4
271904164012716,2019-05-11 22:00:14,yinlie,6,2
271904164012716,2019-05-11 22:00:14,yinlie,6,2
271904164012716,2019-05-11 22:00:14,yinlie,2,1
271904164012716,2019-05-11 22:00:14,yinlie,4,0
271904164012716,2019-05-11 22:00:14,yinlie,5,2
271904164012716,2019-05-11 22:00:14,yinlie,9,0
271904164012716,2019-05-11 22:00:14,yinlie,8,0
271904164012716,2019-05-11 22:00:14,yinlie,13,0
271904164012716,2019-05-11 22:00:14,yinlie,9,2
271904164012292,2019-05-11 22:00:20,/,0,0
271904164012395,2019-05-11 22:00:26,/,0,0
271904164010853,2019-05-11 22:00:32,/,0,0
271904164011999,2019-05-11 22:00:38,yinlie,4,2
271904164010804,2019-05-11 22:00:44,/,0,0
271904164010589,2019-05-11 22:00:50,/,0,0
271904164012921,2019-05-11 22:00:56,/,0,0
271904164012810,2019-05-11 22:01:02,/,0,0
271904164010562,2019-05-11 22:01:08,/,0,0
271904164013158,2019-05-11 22:01:14,yinlie,8,5
271904174012024,2019-05-11 22:01:25,yinlie,8,5
271904174012040,2019-05-11 22:01:26,/,0,0
271904174012037,2019-05-11 22:01:31,/,0,0
271904164010417,2019-05-11 22:01:37,yinlie,12,5
271904174012030,2019-05-11 22:01:43,/,0,0
271904174012036,2019-05-11 22:01:54,yinlie,12,4
271904174012036,2019-05-11 22:01:54,yinlie,6,2
271904174012039,2019-05-11 22:01:55,yinlie,12,1
271904174012039,2019-05-11 22:01:55,yinlie,2,3
271904174012034,2019-05-11 22:02:00,/,0,0
271904174012035,2019-05-11 22:02:06,yinlie,11,4
271904174012031,2019-05-11 22:02:12,yinlie,11,1
271904174012031,2019-05-11 22:02:12,yinlie,7,0
271904174012031,2019-05-11 22:02:12,yinlie,2,1
271904164010600,2019-05-11 22:02:17,/,0,0
271904174010714,2019-05-11 22:02:23,yinlie,11,1
271904174010714,2019-05-11 22:02:23,yinlie,12,2
271904174010714,2019-05-11 22:02:23,yinlie,5,1
271904174010716,2019-05-11 22:02:34,yinlie,5,0
271904174010712,2019-05-11 22:02:36,yinlie,4,0
271904174010717,2019-05-11 22:02:40,yinlie,6,4
271904174010708,2019-05-11 22:02:46,yinlie,4,4
271904174010699,2019-05-11 22:02:57,yinlie,7,4
271904174010699,2019-05-11 22:02:57,yinlie,7,0
271904174010699,2019-05-11 22:02:57,yinlie,8,0
271904174010699,2019-05-11 22:02:57,yinlie,2,1
271904174010703,2019-05-11 22:02:58,/,0,0
271904174010506,2019-05-11 22:03:03,yinlie,6,5
271904174010506,2019-05-11 22:03:03,yinlie,5,4
271904174010506,2019-05-11 22:03:03,yinlie,7,5
271904174010506,2019-05-11 22:03:03,yinlie,3,2
271904174010506,2019-05-11 22:03:03,yinlie,9,0
271904174010506,2019-05-11 22:03:03,yinlie,7,4
271904174010506,2019-05-11 22:03:03,yinlie,11,0
271904174010506,2019-05-11 22:03:03,yinlie,2,5
271904174010506,2019-05-11 22:03:03,yinlie,5,0
271904174010506,2019-05-11 22:03:03,yinlie,12,2
271904174010506,2019-05-11 22:03:03,yinlie,5,1
271904174010506,2019-05-11 22:03:03,yinlie,4,5
271904174010506,2019-05-11 22:03:03,yinlie,4,1
271904174010506,2019-05-11 22:03:03,yinlie,6,1
271904174010506,2019-05-11 22:03:03,yinlie,3,1
271904174010506,2019-05-11 22:03:03,yinlie,10,4
271904174010506,2019-05-11 22:03:03,yinlie,10,0
271904174010506,2019-05-11 22:03:03,yinlie,13,0
271904174010506,2019-05-11 22:03:03,yinlie,10,2
271904174010740,2019-05-11 22:03:09,yinlie,2,4
271904174010733,2019-05-11 22:03:14,/,0,0
